答卷编号,IP地址,来源,昵称(微信),性别(微信),城市(微信),分值,开始时间,结束时间,状态
1178,124.166.231.154,,,,,195,2015-03-28 08:45:29,2015-03-28 08:48:18,正常完成
1179,218.202.111.43,,,,,179,2015-03-28 08:45:14,2015-03-28 08:48:52,正常完成
1180,183.61.32.60,,,,,126,2015-03-28 08:46:50,2015-03-28 08:49:42,正常完成
1181,218.56.248.214,,,,,143,2015-03-28 08:47:23,2015-03-28 08:49:43,正常完成
1182,113.108.11.50,,,,,117,2015-03-28 08:48:31,2015-03-28 08:50:40,正常完成
1183,223.104.20.232,,,,,184,2015-03-28 08:48:18,2015-03-28 08:50:42,正常完成
1184,101.226.61.189,,,,,173,2015-03-28 08:48:23,2015-03-28 08:51:12,正常完成
1185,123.113.100.217,,,,,169,2015-03-28 08:49:57,2015-03-28 08:51:46,正常完成
1186,218.202.111.34,,,,,178,2015-03-28 08:49:40,2015-03-28 08:51:46,正常完成
1187,101.226.61.186,,,,,64,2015-03-28 08:50:09,2015-03-28 08:52:35,正常完成
1188,125.70.153.1,,,,,73,2015-03-28 08:50:03,2015-03-28 08:52:35,正常完成
1189,180.99.126.21,,,,,175,2015-03-28 08:49:59,2015-03-28 08:53:02,正常完成
1190,123.151.42.48,,,,,35,2015-03-28 08:51:13,2015-03-28 08:53:15,正常完成
1191,113.108.11.50,,,,,135,2015-03-28 08:52:29,2015-03-28 08:53:37,正常完成
1192,112.240.255.19,,,,,61,2015-03-28 08:52:14,2015-03-28 08:53:37,正常完成
1193,117.136.9.167,,,,,17,2015-03-28 08:51:14,2015-03-28 08:53:58,正常完成
1194,123.151.42.57,,,,,142,2015-03-28 08:52:11,2015-03-28 08:54:10,正常完成
1195,223.104.20.232,,,,,182,2015-03-28 08:51:55,2015-03-28 08:54:34,正常完成
1196,101.226.125.114,,,,,163,2015-03-28 08:51:29,2015-03-28 08:54:55,正常完成
1197,139.203.117.140,,,,,155,2015-03-28 08:53:06,2015-03-28 08:55:14,正常完成
1198,153.3.80.71,,,,,193,2015-03-28 08:52:07,2015-03-28 08:55:24,正常完成
1199,101.226.125.122,,,,,46,2015-03-28 08:52:34,2015-03-28 08:55:33,正常完成
1200,180.98.9.118,,,,,62,2015-03-28 08:54:12,2015-03-28 08:55:39,正常完成
1201,218.202.111.42,,,,,158,2015-03-28 08:52:18,2015-03-28 08:55:43,正常完成
1202,117.136.9.167,,,,,17,2015-03-28 08:55:16,2015-03-28 08:55:52,正常完成
1203,123.167.4.47,,,,,184,2015-03-28 08:53:32,2015-03-28 08:56:41,正常完成
1204,101.226.61.142,,,,,171,2015-03-28 08:56:14,2015-03-28 08:58:15,正常完成
1205,101.226.125.121,,,,,80,2015-03-28 08:54:48,2015-03-28 08:58:52,正常完成
1206,112.225.184.61,,,,,155,2015-03-28 08:58:53,2015-03-28 09:00:30,正常完成
1207,180.153.81.159,,,,,191,2015-03-28 08:58:42,2015-03-28 09:01:18,正常完成
1208,123.167.4.40,,,,,175,2015-03-28 08:59:30,2015-03-28 09:02:00,正常完成
1209,121.56.47.135,,,,,156,2015-03-28 09:01:15,2015-03-28 09:02:56,正常完成
1210,58.223.4.213,,,,,132,2015-03-28 09:02:10,2015-03-28 09:03:41,正常完成
1211,101.226.89.14,,,,,170,2015-03-28 09:01:34,2015-03-28 09:04:44,正常完成
1212,111.16.225.2,,,,,51,2015-03-28 09:03:36,2015-03-28 09:04:45,正常完成
1213,61.164.116.180,,,,,176,2015-03-28 09:02:41,2015-03-28 09:05:03,正常完成
1214,112.224.17.248,,,,,171,2015-03-28 09:04:27,2015-03-28 09:05:41,正常完成
1215,101.226.102.237,,,,,27,2015-03-28 09:04:00,2015-03-28 09:05:43,正常完成
1216,101.226.61.186,,,,,174,2015-03-28 09:05:11,2015-03-28 09:05:46,正常完成
1217,218.202.111.43,,,,,70,2015-03-28 09:02:11,2015-03-28 09:05:50,正常完成
1218,183.61.32.59,,,,,171,2015-03-28 09:04:29,2015-03-28 09:06:32,正常完成
1219,112.224.65.54,,,,,141,2015-03-28 09:04:56,2015-03-28 09:06:35,正常完成
1220,14.17.37.162,,,,,152,2015-03-28 09:06:26,2015-03-28 09:06:55,正常完成
1221,123.151.176.198,,,,,153,2015-03-28 09:02:48,2015-03-28 09:07:24,正常完成
1222,61.155.233.2,,,,,180,2015-03-28 09:05:58,2015-03-28 09:07:52,正常完成
1223,112.224.67.73,,,,,152,2015-03-28 09:05:57,2015-03-28 09:08:21,正常完成
1224,101.226.125.15,,,,,132,2015-03-28 09:06:11,2015-03-28 09:09:00,正常完成
1225,111.161.57.49,,,,,41,2015-03-28 09:07:27,2015-03-28 09:09:38,正常完成
1226,101.226.125.121,,,,,162,2015-03-28 09:07:51,2015-03-28 09:10:13,正常完成
1227,81.110.52.119,,,,,138,2015-03-28 09:07:34,2015-03-28 09:10:38,正常完成
1228,121.204.77.5,,,,,161,2015-03-28 09:09:45,2015-03-28 09:11:20,正常完成
1229,139.211.157.11,,,,,135,2015-03-28 09:10:22,2015-03-28 09:11:49,正常完成
1230,101.226.125.18,,,,,166,2015-03-28 09:09:40,2015-03-28 09:11:52,正常完成
1231,101.80.244.88,,,,,170,2015-03-28 09:08:49,2015-03-28 09:12:04,正常完成
1232,123.151.42.49,,,,,150,2015-03-28 09:10:39,2015-03-28 09:12:14,正常完成
1233,221.215.89.10,,,,,65,2015-03-28 09:09:58,2015-03-28 09:12:33,正常完成
1234,117.136.9.167,,,,,29,2015-03-28 09:12:33,2015-03-28 09:13:25,正常完成
1235,222.129.197.176,,,,,158,2015-03-28 09:11:11,2015-03-28 09:13:31,正常完成
1236,140.255.87.155,,,,,165,2015-03-28 09:11:50,2015-03-28 09:13:38,正常完成
1237,61.155.233.2,,,,,43,2015-03-28 09:10:15,2015-03-28 09:13:49,正常完成
1238,101.226.125.14,,,,,157,2015-03-28 09:11:37,2015-03-28 09:13:54,正常完成
1239,101.226.125.121,,,,,184,2015-03-28 09:10:44,2015-03-28 09:13:55,正常完成
1240,81.110.52.119,,,,,152,2015-03-28 09:12:00,2015-03-28 09:14:00,正常完成
1241,81.110.52.119,,,,,126,2015-03-28 09:14:27,2015-03-28 09:14:50,正常完成
1242,101.226.89.193,,,,,157,2015-03-28 09:12:15,2015-03-28 09:15:28,正常完成
1243,124.205.254.8,,,,,197,2015-03-28 09:12:52,2015-03-28 09:15:37,正常完成
1244,101.226.125.114,,,,,53,2015-03-28 09:13:36,2015-03-28 09:16:01,正常完成
1245,123.151.42.47,,,,,178,2015-03-28 09:12:39,2015-03-28 09:16:12,正常完成
1246,101.226.125.17,,,,,200,2015-03-28 09:11:47,2015-03-28 09:16:36,正常完成
1247,81.110.52.119,,,,,126,2015-03-28 09:16:07,2015-03-28 09:17:25,正常完成
1248,101.226.89.193,,,,,162,2015-03-28 09:17:16,2015-03-28 09:19:05,正常完成
1249,117.10.155.109,,,,,158,2015-03-28 09:12:16,2015-03-28 09:19:06,正常完成
1250,125.211.210.205,,,,,182,2015-03-28 09:15:42,2015-03-28 09:19:50,正常完成
1251,101.226.125.114,,,,,188,2015-03-28 09:16:44,2015-03-28 09:19:53,正常完成
1252,125.211.210.13,,,,,159,2015-03-28 09:17:16,2015-03-28 09:20:11,正常完成
1253,117.95.59.139,,,,,136,2015-03-28 09:18:55,2015-03-28 09:20:33,正常完成
1254,123.151.176.198,,,,,32,2015-03-28 09:18:42,2015-03-28 09:20:48,正常完成
1255,101.226.68.141,,,,,65,2015-03-28 09:18:44,2015-03-28 09:21:09,正常完成
1256,101.226.125.19,,,,,153,2015-03-28 09:19:27,2015-03-28 09:21:10,正常完成
1257,123.151.42.46,,,,,170,2015-03-28 09:18:50,2015-03-28 09:21:34,正常完成
1258,140.75.222.31,,,,,154,2015-03-28 09:22:12,2015-03-28 09:22:57,正常完成
1259,125.211.210.198,,,,,163,2015-03-28 09:21:56,2015-03-28 09:23:08,正常完成
1260,180.99.105.24,,,,,150,2015-03-28 09:21:37,2015-03-28 09:23:11,正常完成
1261,223.104.2.40,,,,,170,2015-03-28 09:21:37,2015-03-28 09:23:45,正常完成
1262,101.226.89.191,,,,,134,2015-03-28 09:22:21,2015-03-28 09:23:48,正常完成
1263,101.226.61.190,,,,,170,2015-03-28 09:21:30,2015-03-28 09:24:18,正常完成
1264,117.95.59.139,,,,,136,2015-03-28 09:24:18,2015-03-28 09:24:48,正常完成
1265,117.95.59.139,,,,,147,2015-03-28 09:25:01,2015-03-28 09:25:45,正常完成
1266,218.202.111.42,,,,,70,2015-03-28 09:23:54,2015-03-28 09:26:37,正常完成
1267,112.224.65.28,,,,,167,2015-03-28 09:24:51,2015-03-28 09:27:18,正常完成
1268,101.226.125.117,,,,,132,2015-03-28 09:24:07,2015-03-28 09:27:24,正常完成
1269,101.226.114.166,,,,,168,2015-03-28 09:25:46,2015-03-28 09:27:43,正常完成
1270,117.136.46.52,,,,,138,2015-03-28 09:26:35,2015-03-28 09:28:11,正常完成
1271,116.230.249.81,,,,,66,2015-03-28 09:25:55,2015-03-28 09:29:04,正常完成
1272,106.40.24.67,,,,,176,2015-03-28 09:28:18,2015-03-28 09:29:59,正常完成
1273,113.108.11.50,,,,,123,2015-03-28 09:29:53,2015-03-28 09:30:37,正常完成
1274,117.136.45.150,,,,,184,2015-03-28 09:28:28,2015-03-28 09:30:50,正常完成
1275,123.151.42.57,,,,,56,2015-03-28 09:29:48,2015-03-28 09:31:05,正常完成
1276,14.17.37.162,,,,,58,2015-03-28 09:29:14,2015-03-28 09:31:10,正常完成
1277,101.226.89.193,,,,,164,2015-03-28 09:28:30,2015-03-28 09:31:40,正常完成
1278,117.136.46.52,,,,,152,2015-03-28 09:31:26,2015-03-28 09:32:16,正常完成
1279,117.136.19.107,,,,,189,2015-03-28 08:10:01,2015-03-28 09:32:33,正常完成
1280,112.224.69.245,,,,,175,2015-03-28 09:32:47,2015-03-28 09:34:27,正常完成
1281,101.226.125.108,,,,,52,2015-03-28 09:34:22,2015-03-28 09:35:24,正常完成
1282,101.226.125.113,,,,,17,2015-03-28 09:34:06,2015-03-28 09:36:01,正常完成
1283,101.226.125.121,,,,,52,2015-03-28 09:33:48,2015-03-28 09:36:08,正常完成
1284,180.110.176.193,,,,,150,2015-03-28 09:22:48,2015-03-28 09:36:31,正常完成
1285,221.209.115.186,,,,,59,2015-03-28 09:35:02,2015-03-28 09:37:08,正常完成
1286,218.202.111.42,,,,,120,2015-03-28 09:33:26,2015-03-28 09:37:33,正常完成
1287,106.125.175.60,,,,,57,2015-03-28 09:35:23,2015-03-28 09:37:51,正常完成
1288,27.223.68.211,,,,,35,2015-03-28 09:36:54,2015-03-28 09:38:27,正常完成
1289,222.74.228.13,,,,,149,2015-03-28 09:35:35,2015-03-28 09:38:47,正常完成
1290,101.226.89.193,,,,,55,2015-03-28 09:36:45,2015-03-28 09:38:48,正常完成
1291,106.40.5.89,,,,,61,2015-03-28 09:37:34,2015-03-28 09:39:10,正常完成
1292,101.226.89.193,,,,,119,2015-03-28 09:39:01,2015-03-28 09:39:33,正常完成
1293,101.226.61.189,,,,,195,2015-03-28 09:37:57,2015-03-28 09:41:15,正常完成
1294,203.160.68.26,,,,,147,2015-03-28 09:38:28,2015-03-28 09:41:41,正常完成
1295,223.104.3.142,,,,,158,2015-03-28 09:39:21,2015-03-28 09:42:02,正常完成
1296,106.125.175.60,,,,,56,2015-03-28 09:40:44,2015-03-28 09:42:04,正常完成
1297,123.121.39.99,,,,,164,2015-03-28 09:41:31,2015-03-28 09:42:47,正常完成
1298,222.87.124.249,,,,,186,2015-03-28 09:41:35,2015-03-28 09:43:41,正常完成
1299,117.136.77.96,,,,,42,2015-03-28 09:42:13,2015-03-28 09:43:44,正常完成
1300,101.226.89.191,,,,,165,2015-03-28 09:40:15,2015-03-28 09:43:51,正常完成
1301,112.253.20.94,,,,,38,2015-03-28 09:43:34,2015-03-28 09:44:34,正常完成
1302,111.37.3.59,,,,,141,2015-03-28 09:44:17,2015-03-28 09:45:36,正常完成
1303,123.151.42.49,,,,,162,2015-03-28 09:35:44,2015-03-28 09:47:30,正常完成
1304,175.42.176.104,,,,,150,2015-03-28 09:46:08,2015-03-28 09:47:55,正常完成
1305,219.147.31.74,,,,,176,2015-03-28 09:47:10,2015-03-28 09:48:16,正常完成
1306,101.226.61.190,,,,,158,2015-03-28 09:45:32,2015-03-28 09:48:31,正常完成
1307,223.104.9.88,,,,,188,2015-03-28 09:46:43,2015-03-28 09:48:40,正常完成
1308,112.224.67.233,,,,,161,2015-03-28 09:46:47,2015-03-28 09:49:25,正常完成
1309,101.226.89.193,,,,,173,2015-03-28 09:46:32,2015-03-28 09:50:15,正常完成
1310,123.151.12.152,,,,,129,2015-03-28 09:51:00,2015-03-28 09:52:53,正常完成
1311,111.127.81.42,,,,,159,2015-03-28 09:51:08,2015-03-28 09:53:05,正常完成
1312,219.92.145.119,,,,,33,2015-03-28 09:52:26,2015-03-28 09:53:09,正常完成
1313,101.226.125.108,,,,,150,2015-03-28 09:52:33,2015-03-28 09:54:30,正常完成
1314,101.226.61.184,,,,,160,2015-03-28 09:53:54,2015-03-28 09:54:43,正常完成
1315,117.136.9.247,,,,,70,2015-03-28 09:53:53,2015-03-28 09:54:48,正常完成
1316,123.151.153.36,,,,,147,2015-03-28 09:52:54,2015-03-28 09:54:50,正常完成
1317,101.226.125.115,,,,,157,2015-03-28 09:52:43,2015-03-28 09:55:05,正常完成
1318,101.226.89.191,,,,,166,2015-03-28 09:53:01,2015-03-28 09:55:17,正常完成
1319,117.136.77.117,,,,,49,2015-03-28 09:54:16,2015-03-28 09:56:03,正常完成
1320,101.226.125.117,,,,,184,2015-03-28 09:54:25,2015-03-28 09:56:46,正常完成
1321,123.151.64.142,,,,,183,2015-03-28 09:56:31,2015-03-28 09:57:24,正常完成
1322,101.226.125.117,,,,,187,2015-03-28 09:57:18,2015-03-28 09:58:03,正常完成
1323,101.226.89.191,,,,,155,2015-03-28 09:56:30,2015-03-28 09:58:13,正常完成
1324,123.151.42.46,,,,,55,2015-03-28 09:56:42,2015-03-28 09:58:14,正常完成
1325,112.229.161.200,,,,,77,2015-03-28 09:56:39,2015-03-28 09:58:22,正常完成
1326,112.98.138.75,,,,,62,2015-03-28 09:57:40,2015-03-28 09:59:18,正常完成
1327,101.226.125.109,,,,,163,2015-03-28 09:58:44,2015-03-28 09:59:49,正常完成
1328,101.226.61.190,,,,,46,2015-03-28 09:58:17,2015-03-28 10:00:07,正常完成
1329,114.221.17.143,,,,,189,2015-03-28 09:58:37,2015-03-28 10:00:49,正常完成
1330,202.229.231.81,,,,,158,2015-03-28 09:57:52,2015-03-28 10:00:58,正常完成
1331,117.114.142.15,,,,,172,2015-03-28 09:59:31,2015-03-28 10:01:36,正常完成
1332,124.205.254.33,,,,,160,2015-03-28 10:00:51,2015-03-28 10:02:29,正常完成
1333,140.246.121.6,,,,,50,2015-03-28 10:01:32,2015-03-28 10:04:01,正常完成
1334,124.205.254.33,,,,,166,2015-03-28 10:04:20,2015-03-28 10:04:53,正常完成
1335,113.5.2.47,,,,,153,2015-03-28 10:03:30,2015-03-28 10:05:24,正常完成
1336,123.150.208.163,,,,,146,2015-03-28 10:03:15,2015-03-28 10:05:31,正常完成
1337,124.205.254.33,,,,,178,2015-03-28 10:05:21,2015-03-28 10:05:50,正常完成
1338,101.226.61.193,,,,,165,2015-03-28 10:04:40,2015-03-28 10:06:05,正常完成
1339,119.166.46.166,,,,,159,2015-03-28 10:04:40,2015-03-28 10:06:41,正常完成
1340,159.226.24.1,,,,,163,2015-03-28 10:05:19,2015-03-28 10:08:14,正常完成
1341,113.5.2.12,,,,,71,2015-03-28 10:06:39,2015-03-28 10:08:29,正常完成
1342,101.226.125.113,,,,,174,2015-03-28 10:06:09,2015-03-28 10:08:51,正常完成
1343,123.150.208.163,,,,,153,2015-03-28 10:05:56,2015-03-28 10:08:54,正常完成
1344,117.136.9.247,,,,,70,2015-03-28 10:08:38,2015-03-28 10:09:17,正常完成
1345,101.226.125.16,,,,,153,2015-03-28 10:07:34,2015-03-28 10:09:28,正常完成
1346,125.127.94.74,,,,,52,2015-03-28 10:08:12,2015-03-28 10:09:35,正常完成
1347,112.224.65.78,,,,,137,2015-03-28 10:09:52,2015-03-28 10:11:39,正常完成
1348,223.104.3.142,,,,,158,2015-03-28 10:11:10,2015-03-28 10:11:54,正常完成
1349,175.167.146.54,,,,,158,2015-03-28 10:10:00,2015-03-28 10:12:04,正常完成
1350,101.226.61.193,,,,,154,2015-03-28 10:08:18,2015-03-28 10:12:34,正常完成
1351,42.184.235.47,,,,,36,2015-03-28 10:11:01,2015-03-28 10:13:01,正常完成
1352,223.104.8.166,,,,,175,2015-03-28 10:10:29,2015-03-28 10:13:22,正常完成
1353,101.226.125.18,,,,,53,2015-03-28 10:11:26,2015-03-28 10:13:35,正常完成
1354,101.226.89.193,,,,,156,2015-03-28 10:11:00,2015-03-28 10:14:55,正常完成
1355,101.36.71.46,,,,,52,2015-03-28 10:13:07,2015-03-28 10:15:06,正常完成
1356,58.240.79.154,,,,,155,2015-03-28 10:13:51,2015-03-28 10:15:25,正常完成
1357,111.161.57.31,,,,,140,2015-03-28 10:13:03,2015-03-28 10:15:32,正常完成
1358,101.226.61.193,,,,,57,2015-03-28 10:13:39,2015-03-28 10:15:37,正常完成
1359,101.226.61.184,,,,,155,2015-03-28 10:15:03,2015-03-28 10:16:44,正常完成
1360,221.209.114.126,,,,,35,2015-03-28 10:17:56,2015-03-28 10:19:17,正常完成
1361,101.226.61.193,,,,,153,2015-03-28 10:16:59,2015-03-28 10:19:45,正常完成
1362,140.75.255.130,,,,,62,2015-03-28 10:17:07,2015-03-28 10:20:10,正常完成
1363,106.110.173.43,,,,,71,2015-03-28 10:19:02,2015-03-28 10:20:59,正常完成
1364,101.226.125.15,,,,,47,2015-03-28 10:20:45,2015-03-28 10:21:24,正常完成
1365,125.77.120.85,,,,,161,2015-03-28 10:18:42,2015-03-28 10:22:17,正常完成
1366,101.226.89.191,,,,,164,2015-03-28 10:21:11,2015-03-28 10:23:52,正常完成
1367,111.40.194.153,,,,,177,2015-03-28 10:22:43,2015-03-28 10:24:23,正常完成
1368,123.151.42.48,,,,,161,2015-03-28 10:22:34,2015-03-28 10:24:42,正常完成
1369,221.226.37.2,,,,,53,2015-03-28 10:23:53,2015-03-28 10:25:23,正常完成
1370,117.136.45.157,,,,,155,2015-03-28 10:24:21,2015-03-28 10:26:04,正常完成
1371,123.151.42.47,,,,,152,2015-03-28 10:24:45,2015-03-28 10:26:26,正常完成
1372,218.202.111.43,,,,,164,2015-03-28 10:17:11,2015-03-28 10:26:41,正常完成
1373,101.226.125.120,,,,,154,2015-03-28 10:24:51,2015-03-28 10:26:47,正常完成
1374,123.167.4.44,,,,,167,2015-03-28 10:24:40,2015-03-28 10:27:13,正常完成
1375,222.95.188.230,,,,,171,2015-03-28 10:26:07,2015-03-28 10:27:18,正常完成
1376,221.209.114.101,,,,,47,2015-03-28 10:26:39,2015-03-28 10:28:09,正常完成
1377,101.226.125.116,,,,,155,2015-03-28 10:26:42,2015-03-28 10:28:21,正常完成
1378,220.202.153.89,,,,,47,2015-03-28 10:28:23,2015-03-28 10:29:31,正常完成
1379,218.202.111.42,,,,,171,2015-03-28 10:26:21,2015-03-28 10:29:59,正常完成
1380,198.96.38.206,,,,,165,2015-03-28 10:28:08,2015-03-28 10:29:59,正常完成
1381,101.226.125.117,,,,,41,2015-03-28 10:28:15,2015-03-28 10:30:04,正常完成
1382,123.151.42.52,,,,,176,2015-03-28 10:26:48,2015-03-28 10:30:10,正常完成
1383,183.60.52.227,,,,,165,2015-03-28 10:27:54,2015-03-28 10:30:12,正常完成
1384,222.74.228.13,,,,,152,2015-03-28 10:27:42,2015-03-28 10:30:27,正常完成
1385,219.133.40.16,,,,,129,2015-03-28 10:29:05,2015-03-28 10:30:53,正常完成
1386,101.226.125.121,,,,,179,2015-03-28 10:28:43,2015-03-28 10:31:01,正常完成
1387,101.226.125.117,,,,,56,2015-03-28 10:29:42,2015-03-28 10:31:45,正常完成
1388,101.226.125.121,,,,,55,2015-03-28 10:31:48,2015-03-28 10:32:30,正常完成
1389,180.153.81.159,,,,,44,2015-03-28 10:30:20,2015-03-28 10:34:00,正常完成
1390,223.104.2.227,,,,,53,2015-03-28 10:33:05,2015-03-28 10:34:10,正常完成
1391,101.226.125.117,,,,,17,2015-03-28 10:34:12,2015-03-28 10:34:39,正常完成
1392,101.226.125.118,,,,,41,2015-03-28 10:32:51,2015-03-28 10:35:47,正常完成
1393,222.171.7.69,,,,,75,2015-03-28 10:33:22,2015-03-28 10:36:56,正常完成
1394,123.151.12.154,,,,,182,2015-03-28 10:34:06,2015-03-28 10:37:01,正常完成
1395,101.226.125.16,,,,,147,2015-03-28 10:34:16,2015-03-28 10:37:18,正常完成
1396,58.23.37.239,,,,,158,2015-03-28 10:35:37,2015-03-28 10:38:07,正常完成
1397,101.226.125.115,,,,,153,2015-03-28 10:36:30,2015-03-28 10:39:00,正常完成
1398,123.151.176.198,,,,,185,2015-03-28 10:40:16,2015-03-28 10:41:11,正常完成
1399,111.127.216.10,,,,,37,2015-03-28 10:39:05,2015-03-28 10:41:22,正常完成
1400,123.151.153.35,,,,,135,2015-03-28 10:38:21,2015-03-28 10:41:44,正常完成
1401,101.226.125.113,,,,,182,2015-03-28 10:41:46,2015-03-28 10:43:06,正常完成
1402,117.136.77.105,,,,,59,2015-03-28 10:40:56,2015-03-28 10:43:17,正常完成
1403,111.40.194.154,,,,,167,2015-03-28 10:43:25,2015-03-28 10:44:39,正常完成
1404,101.226.125.19,,,,,146,2015-03-28 10:42:29,2015-03-28 10:44:42,正常完成
1405,183.61.32.60,,,,,170,2015-03-28 10:43:28,2015-03-28 10:45:23,正常完成
1406,101.226.125.117,,,,,56,2015-03-28 10:42:47,2015-03-28 10:46:21,正常完成
1407,101.226.125.113,,,,,159,2015-03-28 10:43:12,2015-03-28 10:46:33,正常完成
1408,61.164.116.183,,,,,156,2015-03-28 10:45:24,2015-03-28 10:47:29,正常完成
1409,36.48.102.232,,,,,166,2015-03-28 10:45:06,2015-03-28 10:47:43,正常完成
1410,101.226.125.18,,,,,166,2015-03-28 10:48:55,2015-03-28 10:49:50,正常完成
1411,14.17.37.146,,,,,154,2015-03-28 10:48:19,2015-03-28 10:50:05,正常完成
1412,111.40.194.140,,,,,182,2015-03-28 10:48:48,2015-03-28 10:50:23,正常完成
1413,101.226.125.113,,,,,141,2015-03-28 10:47:50,2015-03-28 10:51:04,正常完成
1414,218.202.111.34,,,,,61,2015-03-28 10:40:54,2015-03-28 10:51:22,正常完成
1415,211.162.33.57,,,,,162,2015-03-28 10:49:47,2015-03-28 10:51:25,正常完成
1416,114.222.38.9,,,,,179,2015-03-28 10:49:33,2015-03-28 10:51:52,正常完成
1417,61.164.116.182,,,,,132,2015-03-28 10:41:11,2015-03-28 10:52:01,正常完成
1418,36.48.102.232,,,,,166,2015-03-28 10:52:51,2015-03-28 10:53:22,正常完成
1419,123.151.139.156,,,,,71,2015-03-28 10:52:51,2015-03-28 10:54:04,正常完成
1420,101.226.125.18,,,,,81,2015-03-28 10:52:29,2015-03-28 10:54:29,正常完成
1421,182.140.184.88,,,,,155,2015-03-28 10:52:58,2015-03-28 10:54:38,正常完成
1422,1.28.41.68,,,,,144,2015-03-28 10:53:18,2015-03-28 10:55:19,正常完成
1423,36.48.102.232,,,,,166,2015-03-28 10:54:44,2015-03-28 10:55:33,正常完成
1424,182.106.195.53,,,,,136,2015-03-28 10:53:41,2015-03-28 10:55:36,正常完成
1425,58.21.76.40,,,,,149,2015-03-28 10:54:52,2015-03-28 10:56:09,正常完成
1426,101.226.61.184,,,,,169,2015-03-28 10:54:25,2015-03-28 10:56:54,正常完成
1427,117.136.45.144,,,,,159,2015-03-28 10:55:18,2015-03-28 10:57:10,正常完成
1428,123.151.139.156,,,,,71,2015-03-28 10:58:59,2015-03-28 10:59:43,正常完成
1429,117.136.77.126,,,,,31,2015-03-28 10:58:05,2015-03-28 10:59:48,正常完成
1430,218.87.111.173,,,,,164,2015-03-28 10:59:05,2015-03-28 11:00:43,正常完成
1431,14.17.37.143,,,,,65,2015-03-28 10:59:23,2015-03-28 11:00:44,正常完成
1432,101.226.89.14,,,,,180,2015-03-28 10:58:14,2015-03-28 11:00:46,正常完成
1433,223.104.8.167,,,,,50,2015-03-28 10:50:06,2015-03-28 11:02:14,正常完成
1434,218.27.132.132,,,,,148,2015-03-28 10:29:34,2015-03-28 11:03:41,正常完成
1435,223.104.3.197,,,,,152,2015-03-28 11:00:21,2015-03-28 11:04:19,正常完成
1436,124.129.14.50,,,,,175,2015-03-28 11:03:10,2015-03-28 11:04:28,正常完成
1437,101.226.61.190,,,,,168,2015-03-28 11:02:16,2015-03-28 11:04:57,正常完成
1438,218.27.132.132,,,,,154,2015-03-28 11:04:03,2015-03-28 11:04:57,正常完成
1439,113.5.2.33,,,,,29,2015-03-28 11:05:11,2015-03-28 11:05:46,正常完成
1440,122.96.43.5,,,,,179,2015-03-28 11:03:09,2015-03-28 11:05:47,正常完成
1441,123.151.42.50,,,,,155,2015-03-28 11:03:25,2015-03-28 11:06:05,正常完成
1442,223.81.86.0,,,,,117,2015-03-28 11:05:07,2015-03-28 11:06:07,正常完成
1443,171.223.148.108,,,,,144,2015-03-28 10:24:57,2015-03-28 11:06:26,正常完成
1444,219.143.8.242,,,,,146,2015-03-28 11:02:51,2015-03-28 11:06:27,正常完成
1445,101.226.68.141,,,,,67,2015-03-28 11:04:56,2015-03-28 11:06:31,正常完成
1446,101.226.61.193,,,,,138,2015-03-28 11:04:12,2015-03-28 11:06:36,正常完成
1447,175.163.246.85,,,,,41,2015-03-28 11:04:24,2015-03-28 11:06:41,正常完成
1448,123.151.42.52,,,,,146,2015-03-28 11:06:42,2015-03-28 11:08:26,正常完成
1449,219.143.8.242,,,,,156,2015-03-28 11:06:57,2015-03-28 11:09:24,正常完成
1450,101.226.125.109,,,,,46,2015-03-28 11:07:29,2015-03-28 11:09:45,正常完成
1451,111.37.8.242,,,,,141,2015-03-28 11:08:19,2015-03-28 11:09:51,正常完成
1452,101.226.125.19,,,,,146,2015-03-28 11:08:45,2015-03-28 11:11:44,正常完成
1453,111.161.57.31,,,,,134,2015-03-28 11:09:55,2015-03-28 11:11:47,正常完成
1454,218.202.111.34,,,,,147,2015-03-28 11:09:31,2015-03-28 11:12:15,正常完成
1455,101.226.125.119,,,,,150,2015-03-28 11:12:07,2015-03-28 11:13:19,正常完成
1456,117.136.75.175,,,,,31,2015-03-28 11:11:50,2015-03-28 11:13:25,正常完成
1457,58.212.83.59,,,,,183,2015-03-28 11:09:00,2015-03-28 11:13:26,正常完成
1458,218.202.111.42,,,,,56,2015-03-28 11:11:32,2015-03-28 11:14:04,正常完成
1459,101.224.16.67,,,,,66,2015-03-28 11:12:11,2015-03-28 11:14:32,正常完成
1460,218.202.111.42,,,,,37,2015-03-28 11:12:46,2015-03-28 11:15:08,正常完成
1461,61.164.116.182,,,,,63,2015-03-28 11:15:04,2015-03-28 11:16:59,正常完成
1462,180.153.81.159,,,,,167,2015-03-28 11:14:52,2015-03-28 11:18:38,正常完成
1463,218.202.111.34,,,,,168,2015-03-28 11:16:54,2015-03-28 11:18:44,正常完成
1464,180.153.201.35,,,,,41,2015-03-28 11:17:21,2015-03-28 11:19:54,正常完成
1465,121.56.47.135,,,,,66,2015-03-28 11:18:02,2015-03-28 11:20:43,正常完成
1466,14.17.37.146,,,,,167,2015-03-28 11:20:46,2015-03-28 11:22:46,正常完成
1467,222.71.12.91,,,,,65,2015-03-28 11:20:45,2015-03-28 11:22:58,正常完成
